Customer_ID,Product_Holding_B2
CC383006,"['P13', 'P16', 'P11']"
CC397190,"['P00', 'P8', 'P12']"
CC277843,"['P17', 'P12', 'P8']"
CC266405,"['P17', 'P8', 'P12']"
CC304992,"['P12', 'P8', 'P00']"
CC374526,"['P21', 'P8', 'P10']"
CC397141,"['P12', 'P8', 'P00']"
CC314909,"['P17', 'P12', 'P8']"
CC315834,"['P17', 'P12', 'P8']"
CC253511,"['P17', 'P12', 'P8']"
CC276967,"['P21', 'P8', 'P10']"
CC380566,"['P10', 'P12', 'P8']"
CC386713,"['P19', 'P8', 'P16']"
CC319363,"['P16', 'P8', 'P00']"
CC392224,"['P6', 'P8', 'P00']"
CC336547,"['P19', 'P16', 'P13']"
CC275364,"['P17', 'P8', 'P12']"
CC368903,"['P10', 'P8', 'P12']"
CC292307,"['P6', 'P12', 'P8']"
CC226420,"['P12', 'P8', 'P00']"
CC346101,"['P19', 'P16', 'P13']"
CC373159,"['P12', 'P8', 'P00']"
CC390517,"['P6', 'P12', 'P8']"
CC327877,"['P16', 'P8', 'P00']"
CC234039,"['P21', 'P17', 'P8']"
CC313890,"['P17', 'P8', 'P12']"
CC364493,"['P13', 'P16', 'P8']"
CC241160,"['P17', 'P12', 'P8']"
CC370988,"['P10', 'P8', 'P12']"
CC220502,"['P17', 'P12', 'P8']"
CC292522,"['P6', 'P17', 'P12']"
CC220358,"['P12', 'P8', 'P00']"
CC368186,"['P17', 'P21', 'P8']"
CC372715,"['P8', 'P12', 'P16']"
CC300792,"['P17', 'P12', 'P8']"
CC201473,"['P10', 'P8', 'P21']"
CC301546,"['P17', 'P8', 'P12']"
CC238543,"['P17', 'P21', 'P8']"
CC374647,"['P10', 'P12', 'P8']"
CC383735,"['P19', 'P8', 'P16']"
CC375887,"['P6', 'P12', 'P8']"
CC395085,"['P6', 'P12', 'P8']"
CC239997,"['P17', 'P12', 'P8']"
CC392016,"['P12', 'P8', 'P00']"
CC298125,"['P6', 'P12', 'P8']"
CC278501,"['P6', 'P8', 'P21']"
CC386399,"['P19', 'P8', 'P16']"
CC380975,"['P17', 'P12', 'P8']"
CC207965,"['P6', 'P17', 'P12']"
CC228983,"['P17', 'P21', 'P8']"
CC275666,"['P4', 'P10', 'P12']"
CC318155,"['P8', 'P16', 'P00']"
CC388980,"['P17', 'P8', 'P12']"
CC395792,"['P12', 'P8', 'P00']"
CC208169,"['P10', 'P8', 'P21']"
CC215264,"['P17', 'P12', 'P8']"
CC240168,"['P17', 'P12', 'P8']"
CC371438,"['P17', 'P8', 'P12']"
CC367774,"['P10', 'P8', 'P21']"
CC240488,"['P12', 'P8', 'P00']"
CC369674,"['P10', 'P8', 'P12']"
CC204538,"['P6', 'P10', 'P8']"
CC365340,"['P13', 'P16', 'P11']"
CC242332,"['P17', 'P8', 'P21']"
CC271025,"['P17', 'P12', 'P8']"
CC395924,"['P12', 'P8', 'P17']"
CC268133,"['P6', 'P17', 'P12']"
CC367916,"['P17', 'P12', 'P8']"
CC222993,"['P6', 'P4', 'P8']"
CC213479,"['P17', 'P8', 'P12']"
CC210564,"['P8', 'P16', 'P13']"
CC369824,"['P10', 'P8', 'P12']"
CC356212,"['P17', 'P12', 'P8']"
CC203546,"['P6', 'P21', 'P8']"
CC255198,"['P12', 'P8', 'P00']"
CC395089,"['P12', 'P8', 'P00']"
CC260728,"['P17', 'P21', 'P8']"
CC374289,"['P10', 'P12', 'P8']"
CC244972,"['P17', 'P8', 'P12']"
CC318623,"['P19', 'P16', 'P13']"
CC395941,"['P12', 'P8', 'P00']"
CC230044,"['P12', 'P8', 'P00']"
CC247542,"['P17', 'P12', 'P8']"
CC316872,"['P17', 'P8', 'P12']"
CC200755,"['P10', 'P17', 'P21']"
CC213442,"['P17', 'P12', 'P8']"
CC206351,"['P10', 'P12', 'P8']"
CC373996,"['P17', 'P21', 'P8']"
CC332413,"['P19', 'P16', 'P13']"
CC208166,"['P17', 'P8', 'P12']"
CC379981,"['P17', 'P12', 'P8']"
CC267651,"['P16', 'P8', 'P12']"
CC295376,"['P20', 'P8', 'P12']"
CC271260,"['P6', 'P21', 'P8']"
CC220320,"['P17', 'P12', 'P8']"
CC385854,"['P19', 'P8', 'P16']"
CC394107,"['P17', 'P8', 'P12']"
CC391438,"['P6', 'P12', 'P8']"
CC211318,"['P17', 'P8', 'P00']"
CC267816,"['P21', 'P8', 'P10']"
CC241117,"['P17', 'P12', 'P8']"
CC389336,"['P17', 'P8', 'P12']"
CC271306,"['P21', 'P12', 'P8']"
CC285917,"['P12', 'P8', 'P00']"
CC318396,"['P13', 'P8', 'P16']"
CC293417,"['P17', 'P12', 'P8']"
CC235131,"['P17', 'P8', 'P12']"
CC256949,"['P21', 'P8', 'P12']"
CC372553,"['P17', 'P12', 'P8']"
CC287413,"['P6', 'P10', 'P12']"
CC397019,"['P17', 'P12', 'P8']"
CC286949,"['P19', 'P16', 'P13']"
CC395358,"['P16', 'P1', 'P8']"
CC320255,"['P8', 'P16', 'P13']"
CC260734,"['P17', 'P12', 'P8']"
CC360268,"['P17', 'P8', 'P12']"
CC379884,"['P12', 'P8', 'P00']"
CC318457,"['P17', 'P12', 'P8']"
CC376211,"['P10', 'P12', 'P8']"
CC388965,"['P17', 'P12', 'P8']"
CC244433,"['P13', 'P8', 'P10']"
CC213860,"['P10', 'P8', 'P12']"
CC262182,"['P17', 'P8', 'P12']"
CC387635,"['P13', 'P16', 'P11']"
CC397004,"['P17', 'P8', 'P12']"
CC272513,"['P13', 'P16', 'P12']"
CC381807,"['P16', 'P1', 'P8']"
CC209769,"['P20', 'P8', 'P12']"
CC308619,"['P16', 'P1', 'P8']"
CC394864,"['P17', 'P12', 'P8']"
CC277472,"['P17', 'P12', 'P8']"
CC371759,"['P10', 'P8', 'P12']"
CC283781,"['P10', 'P8', 'P12']"
CC371108,"['P17', 'P8', 'P12']"
CC308866,"['P17', 'P8', 'P12']"
CC243874,"['P8', 'P16', 'P21']"
CC396792,"['P17', 'P8', 'P12']"
CC396019,"['P17', 'P8', 'P12']"
CC282679,"['P17', 'P8', 'P12']"
CC389505,"['P6', 'P12', 'P8']"
CC328772,"['P16', 'P8', 'P00']"
CC358656,"['P19', 'P8', 'P13']"
CC277934,"['P17', 'P8', 'P12']"
CC364432,"['P13', 'P8', 'P12']"
CC384993,"['P19', 'P8', 'P16']"
CC385914,"['P19', 'P8', 'P16']"
CC328133,"['P19', 'P16', 'P13']"
CC223808,"['P6', 'P8', 'P00']"
CC393773,"['P17', 'P8', 'P12']"
CC371020,"['P10', 'P8', 'P21']"
CC368188,"['P19', 'P8', 'P13']"
CC393108,"['P17', 'P8', 'P12']"
CC349792,"['P19', 'P16', 'P13']"
CC394289,"['P17', 'P8', 'P12']"
CC326262,"['P19', 'P16', 'P13']"
CC275599,"['P6', 'P12', 'P10']"
CC378582,"['P17', 'P12', 'P8']"
CC239226,"['P17', 'P8', 'P12']"
CC304396,"['P10', 'P17', 'P12']"
CC248386,"['P17', 'P12', 'P8']"
CC382694,"['P13', 'P16', 'P11']"
CC312213,"['P17', 'P8', 'P12']"
CC384734,"['P19', 'P8', 'P16']"
CC365992,"['P10', 'P8', 'P12']"
CC303280,"['P17', 'P8', 'P12']"
CC198803,"['P10', 'P8', 'P21']"
CC288372,"['P17', 'P12', 'P8']"
CC372767,"['P10', 'P8', 'P21']"
CC393558,"['P17', 'P8', 'P12']"
CC241134,"['P17', 'P12', 'P8']"
CC396344,"['P12', 'P8', 'P00']"
CC370149,"['P12', 'P8', 'P00']"
CC291530,"['P17', 'P12', 'P8']"
CC255492,"['P10', 'P6', 'P12']"
CC368908,"['P6', 'P12', 'P8']"
CC387022,"['P19', 'P8', 'P16']"
CC203514,"['P6', 'P17', 'P21']"
CC375577,"['P10', 'P12', 'P8']"
CC272896,"['P12', 'P8', 'P00']"
CC368420,"['P10', 'P8', 'P12']"
CC317203,"['P17', 'P8', 'P12']"
CC368781,"['P10', 'P8', 'P21']"
CC272774,"['P10', 'P8', 'P12']"
CC390282,"['P17', 'P12', 'P8']"
CC199500,"['P12', 'P8', 'P00']"
CC220399,"['P17', 'P8', 'P12']"
CC234574,"['P6', 'P12', 'P8']"
CC306078,"['P17', 'P12', 'P8']"
CC287361,"['P6', 'P17', 'P12']"
CC328300,"['P19', 'P16', 'P13']"
CC363031,"['P8', 'P12', 'P16']"
CC244319,"['P17', 'P12', 'P8']"
CC372153,"['P17', 'P12', 'P8']"
CC345909,"['P19', 'P16', 'P13']"
CC396867,"['P17', 'P8', 'P12']"
CC356885,"['P19', 'P8', 'P13']"
CC379887,"['P6', 'P12', 'P8']"
CC282089,"['P6', 'P12', 'P10']"
CC209775,"['P19', 'P12', 'P13']"
CC348860,"['P19', 'P16', 'P13']"
CC393219,"['P12', 'P8', 'P00']"
CC321882,"['P19', 'P16', 'P13']"
CC298326,"['P20', 'P8', 'P12']"
CC389811,"['P17', 'P12', 'P8']"
CC373071,"['P6', 'P12', 'P8']"
CC202157,"['P6', 'P17', 'P12']"
CC368427,"['P10', 'P8', 'P21']"
CC345916,"['P16', 'P1', 'P8']"
CC371582,"['P17', 'P8', 'P12']"
CC360777,"['P12', 'P13', 'P8']"
CC369002,"['P8', 'P12', 'P13']"
CC375792,"['P21', 'P17', 'P8']"
CC258216,"['P10', 'P8', 'P21']"
CC329650,"['P16', 'P13', 'P8']"
CC374881,"['P10', 'P8', 'P12']"
CC365658,"['P17', 'P8', 'P12']"
CC389696,"['P8', 'P11', 'P13']"
CC262315,"['P21', 'P17', 'P8']"
CC277601,"['P17', 'P12', 'P8']"
CC199261,"['P17', 'P21', 'P8']"
CC278406,"['P17', 'P12', 'P8']"
CC385036,"['P19', 'P8', 'P16']"
CC329413,"['P16', 'P8', 'P00']"
CC396049,"['P12', 'P8', 'P00']"
CC338769,"['P19', 'P16', 'P13']"
CC206275,"['P12', 'P8', 'P00']"
CC283728,"['P10', 'P8', 'P21']"
CC234226,"['P17', 'P8', 'P21']"
CC376704,"['P17', 'P12', 'P8']"
CC372154,"['P17', 'P12', 'P8']"
CC265157,"['P17', 'P12', 'P8']"
CC394419,"['P17', 'P12', 'P8']"
CC315813,"['P17', 'P8', 'P12']"
CC377292,"['P6', 'P8', 'P4']"
CC333940,"['P19', 'P16', 'P13']"
CC335631,"['P8', 'P13', 'P16']"
CC313156,"['P10', 'P8', 'P12']"
CC250812,"['P10', 'P8', 'P12']"
CC360270,"['P8', 'P12', 'P13']"
CC291630,"['P17', 'P12', 'P8']"
CC292969,"['P10', 'P12', 'P8']"
CC254965,"['P10', 'P8', 'P12']"
CC243332,"['P12', 'P8', 'P00']"
CC255829,"['P20', 'P21', 'P8']"
CC251434,"['P10', 'P8', 'P21']"
CC372468,"['P17', 'P8', 'P12']"
CC360271,"['P17', 'P8', 'P12']"
CC382842,"['P13', 'P16', 'P11']"
CC224131,"['P17', 'P21', 'P8']"
CC281922,"['P17', 'P12', 'P8']"
CC393242,"['P00', 'P8', 'P17']"
CC227105,"['P6', 'P12', 'P8']"
CC394489,"['P00', 'P8', 'P12']"
CC393467,"['P17', 'P12', 'P8']"
CC385463,"['P19', 'P8', 'P16']"
CC369935,"['P10', 'P8', 'P21']"
CC383087,"['P19', 'P8', 'P13']"
CC380795,"['P17', 'P12', 'P8']"
CC268808,"['P20', 'P12', 'P16']"
CC258930,"['P10', 'P8', 'P12']"
CC309348,"['P6', 'P12', 'P8']"
CC368605,"['P10', 'P8', 'P12']"
CC335104,"['P19', 'P16', 'P13']"
CC264318,"['P10', 'P8', 'P12']"
CC386334,"['P19', 'P8', 'P16']"
CC377959,"['P10', 'P8', 'P12']"
CC370055,"['P10', 'P8', 'P12']"
CC351679,"['P19', 'P16', 'P13']"
CC393618,"['P17', 'P8', 'P12']"
CC275569,"['P4', 'P17', 'P8']"
CC271378,"['P17', 'P12', 'P8']"
CC334035,"['P8', 'P16', 'P13']"
CC231092,"['P10', 'P12', 'P8']"
CC232943,"['P10', 'P8', 'P21']"
CC386106,"['P19', 'P8', 'P16']"
CC373029,"['P16', 'P8', 'P12']"
CC384486,"['P12', 'P8', 'P16']"
CC367400,"['P17', 'P8', 'P12']"
CC382388,"['P17', 'P12', 'P8']"
CC373204,"['P10', 'P12', 'P8']"
CC377111,"['P17', 'P8', 'P12']"
CC310192,"['P17', 'P8', 'P12']"
CC380439,"['P10', 'P8', 'P21']"
CC295780,"['P10', 'P8', 'P12']"
CC337529,"['P16', 'P8', 'P00']"
CC242682,"['P17', 'P21', 'P8']"
CC308380,"['P17', 'P8', 'P12']"
CC272207,"['P16', 'P1', 'P8']"
CC221963,"['P6', 'P21', 'P8']"
CC279113,"['P17', 'P8', 'P12']"
CC305673,"['P17', 'P12', 'P8']"
CC392937,"['P00', 'P8', 'P12']"
CC305347,"['P10', 'P12', 'P8']"
CC212264,"['P10', 'P8', 'P12']"
CC373786,"['P10', 'P8', 'P12']"
CC389698,"['P13', 'P16', 'P11']"
CC388569,"['P19', 'P8', 'P16']"
CC389023,"['P8', 'P16', 'P12']"
CC273737,"['P17', 'P12', 'P8']"
CC208661,"['P17', 'P8', 'P12']"
CC207689,"['P12', 'P8', 'P00']"
CC370074,"['P13', 'P8', 'P16']"
CC356499,"['P8', 'P12', 'P13']"
CC278859,"['P21', 'P8', 'P12']"
CC246030,"['P10', 'P8', 'P21']"
CC373844,"['P10', 'P8', 'P21']"
CC392819,"['P12', 'P8', 'P00']"
CC392530,"['P17', 'P8', 'P12']"
CC275411,"['P20', 'P12', 'P8']"
CC300798,"['P10', 'P12', 'P8']"
CC318462,"['P8', 'P16', 'P00']"
CC382681,"['P13', 'P16', 'P11']"
CC223645,"['P12', 'P8', 'P00']"
CC211403,"['P17', 'P8', 'P12']"
CC366182,"['P8', 'P12', 'P16']"
CC224283,"['P16', 'P13', 'P8']"
CC231707,"['P17', 'P12', 'P8']"
CC384584,"['P19', 'P8', 'P16']"
CC199426,"['P16', 'P1', 'P8']"
CC280876,"['P17', 'P21', 'P8']"
CC376963,"['P17', 'P21', 'P8']"
CC368637,"['P10', 'P12', 'P8']"
CC350135,"['P16', 'P8', 'P00']"
CC274836,"['P21', 'P8', 'P10']"
CC378515,"['P17', 'P21', 'P8']"
CC265416,"['P21', 'P16', 'P13']"
CC252376,"['P10', 'P12', 'P8']"
CC297677,"['P17', 'P8', 'P12']"
CC219641,"['P16', 'P13', 'P8']"
CC377810,"['P17', 'P21', 'P8']"
CC392027,"['P12', 'P8', 'P00']"
CC295893,"['P6', 'P12', 'P8']"
CC367784,"['P17', 'P12', 'P8']"
CC250946,"['P10', 'P8', 'P12']"
CC362951,"['P17', 'P12', 'P8']"
CC240857,"['P17', 'P12', 'P8']"
CC321155,"['P16', 'P1', 'P8']"
CC375920,"['P6', 'P12', 'P8']"
CC389337,"['P8', 'P16', 'P12']"
CC314512,"['P17', 'P12', 'P8']"
CC376598,"['P17', 'P21', 'P8']"
CC255601,"['P17', 'P12', 'P8']"
CC248584,"['P17', 'P12', 'P8']"
CC392657,"['P12', 'P8', 'P00']"
CC370898,"['P10', 'P8', 'P12']"
CC315889,"['P17', 'P12', 'P8']"
CC261444,"['P6', 'P10', 'P21']"
CC393034,"['P12', 'P8', 'P00']"
CC254064,"['P21', 'P8', 'P12']"
CC394969,"['P12', 'P8', 'P00']"
CC392409,"['P17', 'P12', 'P8']"
CC393063,"['P17', 'P12', 'P8']"
CC395423,"['P00', 'P8', 'P12']"
CC218849,"['P6', 'P17', 'P12']"
CC378811,"['P17', 'P12', 'P8']"
CC208575,"['P4', 'P8', 'P10']"
CC210841,"['P10', 'P12', 'P8']"
CC304961,"['P16', 'P1', 'P8']"
CC237804,"['P17', 'P12', 'P8']"
CC303537,"['P17', 'P12', 'P8']"
CC267072,"['P17', 'P12', 'P8']"
CC376362,"['P21', 'P8', 'P10']"
CC380163,"['P17', 'P8', 'P12']"
CC252836,"['P10', 'P12', 'P8']"
CC300980,"['P6', 'P12', 'P8']"
CC207273,"['P17', 'P8', 'P12']"
CC239607,"['P6', 'P17', 'P12']"
CC211309,"['P17', 'P8', 'P12']"
CC378718,"['P12', 'P8', 'P16']"
CC373589,"['P17', 'P8', 'P12']"
CC365144,"['P17', 'P8', 'P12']"
CC296587,"['P17', 'P8', 'P12']"
CC204734,"['P19', 'P16', 'P13']"
CC373623,"['P10', 'P12', 'P8']"
CC265431,"['P6', 'P17', 'P12']"
CC370030,"['P6', 'P12', 'P8']"
CC383803,"['P19', 'P8', 'P16']"
CC207113,"['P10', 'P8', 'P13']"
CC211928,"['P6', 'P17', 'P12']"
CC310139,"['P17', 'P8', 'P21']"
CC287702,"['P21', 'P8', 'P12']"
CC318826,"['P21', 'P16', 'P8']"
CC204365,"['P17', 'P21', 'P8']"
CC212563,"['P6', 'P12', 'P8']"
CC333128,"['P13', 'P16', 'P11']"
CC241773,"['P21', 'P8', 'P12']"
CC241324,"['P17', 'P8', 'P12']"
CC365651,"['P17', 'P12', 'P8']"
CC207446,"['P4', 'P10', 'P8']"
CC303851,"['P17', 'P12', 'P8']"
CC292828,"['P10', 'P12', 'P8']"
CC337718,"['P13', 'P16', 'P8']"
CC296511,"['P13', 'P21', 'P16']"
CC231992,"['P17', 'P12', 'P8']"
CC271553,"['P6', 'P17', 'P12']"
CC256197,"['P10', 'P8', 'P12']"
CC225763,"['P6', 'P17', 'P12']"
CC304252,"['P6', 'P12', 'P8']"
CC376783,"['P10', 'P8', 'P12']"
CC213898,"['P17', 'P12', 'P8']"
CC396864,"['P17', 'P8', 'P12']"
CC368394,"['P10', 'P8', 'P12']"
CC335374,"['P19', 'P16', 'P13']"
CC396466,"['P12', 'P8', 'P00']"
CC241538,"['P17', 'P21', 'P8']"
CC311994,"['P17', 'P8', 'P12']"
CC314028,"['P17', 'P8', 'P12']"
CC248473,"['P17', 'P12', 'P8']"
CC304108,"['P16', 'P1', 'P8']"
CC392799,"['P17', 'P8', 'P12']"
CC330244,"['P19', 'P16', 'P13']"
CC392642,"['P12', 'P8', 'P00']"
CC386427,"['P19', 'P8', 'P16']"
CC311934,"['P17', 'P12', 'P8']"
CC350424,"['P8', 'P13', 'P16']"
CC293612,"['P21', 'P12', 'P8']"
CC373501,"['P8', 'P12', 'P13']"
CC387924,"['P10', 'P8', 'P12']"
CC389005,"['P13', 'P8', 'P16']"
CC289400,"['P17', 'P12', 'P8']"
CC263946,"['P10', 'P8', 'P21']"
CC268997,"['P17', 'P12', 'P8']"
CC272904,"['P17', 'P8', 'P12']"
CC226211,"['P17', 'P21', 'P8']"
CC317993,"['P17', 'P8', 'P12']"
CC388873,"['P17', 'P12', 'P8']"
CC225360,"['P17', 'P8', 'P12']"
CC258746,"['P4', 'P10', 'P8']"
CC294916,"['P17', 'P12', 'P8']"
CC260840,"['P10', 'P8', 'P21']"
CC371482,"['P10', 'P12', 'P8']"
CC381514,"['P16', 'P13', 'P11']"
CC199390,"['P6', 'P8', 'P21']"
CC383808,"['P12', 'P8', 'P16']"
CC205903,"['P6', 'P21', 'P8']"
CC245545,"['P17', 'P12', 'P8']"
CC390269,"['P6', 'P12', 'P8']"
CC393742,"['P17', 'P12', 'P8']"
CC391568,"['P8', 'P12', 'P16']"
CC247077,"['P17', 'P8', 'P21']"
CC397224,"['P12', 'P8', 'P00']"
CC203993,"['P10', 'P12', 'P13']"
CC304318,"['P4', 'P8', 'P10']"
CC392849,"['P17', 'P8', 'P12']"
CC292939,"['P20', 'P21', 'P8']"
CC284541,"['P10', 'P8', 'P21']"
CC380252,"['P10', 'P8', 'P21']"
CC372739,"['P17', 'P8', 'P12']"
CC294107,"['P6', 'P12', 'P8']"
CC393522,"['P17', 'P8', 'P12']"
CC348454,"['P16', 'P8', 'P00']"
CC396127,"['P00', 'P8', 'P12']"
CC216876,"['P17', 'P12', 'P8']"
CC377164,"['P4', 'P8', 'P10']"
CC309612,"['P17', 'P12', 'P8']"
CC359595,"['P8', 'P12', 'P16']"
CC373175,"['P10', 'P8', 'P21']"
CC382351,"['P16', 'P8', 'P12']"
CC230786,"['P17', 'P21', 'P8']"
CC262823,"['P6', 'P12', 'P8']"
CC379870,"['P21', 'P17', 'P8']"
CC261889,"['P21', 'P8', 'P12']"
CC387733,"['P13', 'P16', 'P8']"
CC336110,"['P16', 'P8', 'P00']"
CC380582,"['P10', 'P8', 'P12']"
CC274323,"['P17', 'P21', 'P12']"
CC247957,"['P13', 'P16', 'P8']"
CC254966,"['P13', 'P8', 'P16']"
CC205468,"['P17', 'P8', 'P12']"
CC250673,"['P10', 'P12', 'P8']"
CC274765,"['P6', 'P8', 'P21']"
CC391855,"['P12', 'P8', 'P00']"
CC383399,"['P11', 'P8', 'P16']"
CC390464,"['P19', 'P8', 'P16']"
CC393784,"['P17', 'P12', 'P8']"
CC276814,"['P17', 'P8', 'P12']"
CC366413,"['P16', 'P1', 'P8']"
CC271353,"['P20', 'P8', 'P12']"
CC390258,"['P6', 'P12', 'P8']"
CC200498,"['P12', 'P8', 'P00']"
CC332303,"['P13', 'P16', 'P8']"
CC221929,"['P17', 'P8', 'P12']"
CC205808,"['P17', 'P8', 'P12']"
CC357211,"['P8', 'P13', 'P12']"
CC388546,"['P19', 'P8', 'P16']"
CC284112,"['P6', 'P12', 'P8']"
CC289227,"['P21', 'P8', 'P12']"
CC307012,"['P17', 'P8', 'P12']"
CC251190,"['P12', 'P8', 'P00']"
CC373728,"['P10', 'P8', 'P12']"
CC240592,"['P20', 'P8', 'P13']"
CC221061,"['P17', 'P8', 'P12']"
CC263117,"['P6', 'P17', 'P12']"
CC256608,"['P21', 'P12', 'P8']"
CC352128,"['P16', 'P8', 'P00']"
CC396566,"['P17', 'P12', 'P8']"
CC253027,"['P17', 'P12', 'P8']"
CC389417,"['P13', 'P8', 'P16']"
CC288838,"['P10', 'P12', 'P6']"
CC387259,"['P19', 'P8', 'P16']"
CC379520,"['P6', 'P8', 'P00']"
CC245258,"['P17', 'P8', 'P12']"
CC283757,"['P6', 'P21', 'P8']"
CC271355,"['P10', 'P8', 'P21']"
CC245940,"['P12', 'P8', 'P00']"
CC361392,"['P8', 'P12', 'P13']"
CC226554,"['P6', 'P21', 'P8']"
CC298464,"['P17', 'P8', 'P12']"
CC387731,"['P17', 'P12', 'P8']"
CC220317,"['P17', 'P8', 'P12']"
CC233900,"['P12', 'P8', 'P00']"
CC393230,"['P17', 'P8', 'P12']"
CC348272,"['P16', 'P8', 'P00']"
CC316006,"['P17', 'P12', 'P8']"
CC391530,"['P12', 'P8', 'P00']"
CC245624,"['P6', 'P12', 'P8']"
CC362118,"['P8', 'P12', 'P13']"
CC317892,"['P12', 'P8', 'P17']"
CC376773,"['P17', 'P8', 'P12']"
CC300930,"['P6', 'P17', 'P12']"
CC385662,"['P19', 'P8', 'P16']"
CC291553,"['P12', 'P8', 'P00']"
CC297469,"['P6', 'P10', 'P12']"
CC214682,"['P20', 'P10', 'P8']"
CC295340,"['P17', 'P12', 'P8']"
CC381537,"['P12', 'P8', 'P16']"
CC373391,"['P17', 'P8', 'P12']"
CC397096,"['P17', 'P8', 'P12']"
CC229072,"['P20', 'P12', 'P8']"
CC385240,"['P19', 'P8', 'P16']"
CC293565,"['P17', 'P8', 'P12']"
CC395712,"['P17', 'P8', 'P12']"
CC284704,"['P17', 'P8', 'P12']"
CC397364,"['P17', 'P12', 'P8']"
CC262797,"['P17', 'P12', 'P8']"
CC268938,"['P6', 'P17', 'P12']"
CC261591,"['P6', 'P21', 'P8']"
CC381412,"['P13', 'P11', 'P16']"
CC307280,"['P17', 'P12', 'P8']"
CC389560,"['P12', 'P8', 'P13']"
CC380079,"['P10', 'P8', 'P21']"
CC305457,"['P10', 'P8', 'P12']"
CC313640,"['P17', 'P21', 'P8']"
CC213641,"['P12', 'P8', 'P00']"
CC239258,"['P20', 'P10', 'P8']"
CC316145,"['P17', 'P8', 'P12']"
CC315401,"['P17', 'P12', 'P8']"
CC213789,"['P17', 'P12', 'P8']"
CC391710,"['P8', 'P11', 'P16']"
CC375374,"['P10', 'P8', 'P21']"
CC216352,"['P6', 'P21', 'P8']"
CC306821,"['P6', 'P12', 'P8']"
CC252629,"['P20', 'P10', 'P8']"
CC258389,"['P10', 'P8', 'P21']"
CC213776,"['P17', 'P21', 'P8']"
CC389787,"['P8', 'P16', 'P12']"
CC265806,"['P17', 'P12', 'P8']"
CC383056,"['P11', 'P8', 'P16']"
CC392116,"['P12', 'P8', 'P00']"
CC261202,"['P21', 'P8', 'P12']"
CC387559,"['P13', 'P8', 'P16']"
CC199756,"['P6', 'P12', 'P8']"
CC305484,"['P6', 'P17', 'P12']"
CC200737,"['P6', 'P12', 'P8']"
CC390572,"['P13', 'P16', 'P11']"
CC382379,"['P13', 'P8', 'P16']"
CC343806,"['P8', 'P13', 'P16']"
CC230392,"['P17', 'P12', 'P8']"
CC395478,"['P12', 'P8', 'P00']"
CC297223,"['P10', 'P17', 'P12']"
CC382721,"['P13', 'P8', 'P16']"
CC253202,"['P13', 'P16', 'P8']"
CC390640,"['P17', 'P8', 'P12']"
CC225878,"['P6', 'P17', 'P12']"
CC263129,"['P21', 'P8', 'P10']"
CC389349,"['P8', 'P12', 'P16']"
CC394739,"['P16', 'P1', 'P8']"
CC238449,"['P12', 'P8', 'P00']"
CC267862,"['P17', 'P12', 'P8']"
CC270478,"['P10', 'P8', 'P12']"
CC393293,"['P17', 'P8', 'P12']"
CC278012,"['P6', 'P12', 'P10']"
CC241037,"['P17', 'P8', 'P12']"
CC256535,"['P6', 'P21', 'P8']"
CC376625,"['P10', 'P8', 'P21']"
CC315220,"['P17', 'P8', 'P12']"
CC263168,"['P10', 'P8', 'P12']"
CC269443,"['P20', 'P13', 'P16']"
CC264503,"['P16', 'P1', 'P8']"
CC203931,"['P10', 'P8', 'P21']"
CC266195,"['P20', 'P10', 'P8']"
CC260601,"['P00', 'P8', 'P12']"
CC368628,"['P10', 'P8', 'P12']"
CC379279,"['P17', 'P8', 'P12']"
CC369683,"['P12', 'P8', 'P13']"
CC296353,"['P6', 'P17', 'P12']"
CC394542,"['P17', 'P8', 'P12']"
CC213305,"['P6', 'P17', 'P12']"
CC246811,"['P17', 'P8', 'P12']"
CC257089,"['P16', 'P8', 'P13']"
CC371860,"['P10', 'P8', 'P21']"
CC235448,"['P21', 'P12', 'P8']"
CC379641,"['P16', 'P1', 'P8']"
CC235954,"['P12', 'P8', 'P00']"
CC279550,"['P17', 'P12', 'P8']"
CC254031,"['P13', 'P8', 'P12']"
CC333253,"['P19', 'P16', 'P13']"
CC236655,"['P10', 'P12', 'P8']"
CC377826,"['P10', 'P12', 'P8']"
CC385002,"['P19', 'P8', 'P16']"
CC387219,"['P19', 'P8', 'P16']"
CC397184,"['P00', 'P8', 'P12']"
CC382083,"['P8', 'P12', 'P13']"
CC278222,"['P17', 'P8', 'P12']"
CC367589,"['P17', 'P12', 'P8']"
CC317510,"['P17', 'P12', 'P8']"
CC394200,"['P12', 'P8', 'P00']"
CC390512,"['P8', 'P12', 'P16']"
CC327566,"['P13', 'P16', 'P8']"
CC268908,"['P17', 'P12', 'P8']"
CC367927,"['P13', 'P8', 'P12']"
CC392805,"['P12', 'P8', 'P00']"
CC395122,"['P17', 'P8', 'P12']"
CC380372,"['P10', 'P12', 'P8']"
CC296378,"['P20', 'P8', 'P12']"
CC379351,"['P20', 'P10', 'P8']"
CC369376,"['P10', 'P8', 'P12']"
CC372404,"['P12', 'P8', 'P00']"
CC327893,"['P19', 'P16', 'P13']"
CC267866,"['P17', 'P12', 'P8']"
CC332496,"['P16', 'P8', 'P00']"
CC293004,"['P17', 'P8', 'P12']"
CC365247,"['P6', 'P12', 'P8']"
CC397147,"['P12', 'P8', 'P00']"
CC384903,"['P19', 'P8', 'P16']"
